event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,description,veh_type,corridor,priority,police_station,closed_datetime,resolved_datetime,zone,junction,zone_known,junction_known,hour_of_day,day_of_week,month,is_weekend,is_public_holiday,corridor_rolling_7d,corridor_rolling_30d,zone_rolling_7d,zone_rolling_30d,h3_cell,police_station_rolling_30d,priority_target,closure_target,clearance_time_minutes
unplanned,12.8925839,77.5999375,"1st Cross Road, RMZ Futura, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,2024-03-18 03:22:00.195000+00:00,closed,yes,,heavy_vehicle,Bannerghata Road,High,Mico Layout,2024-03-18 04:48:17.777728+00:00,,Zone_Unknown,Junction_Unknown,False,False,3,0,3,0,0,7,42,407,1714,87618924effffff,22,High,0,86.29304546666667
unplanned,12.9684489,77.7013454,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,False,2024-03-18 04:25:01.170000+00:00,closed,yes,[PERSON] [LOCATION] station towards k r puram madam,bmtc_bus,ORR East 2,High,HAL Old Airport,,,Zone_Unknown,Junction_Unknown,False,False,4,0,3,0,0,12,51,403,1710,8761892e4ffffff,79,High,0,
unplanned,12.9895592,77.5017408,"3rd Cross Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",pot_holes,False,2024-03-18 04:26:19.998000+00:00,closed,yes,"[PERSON] open agide sir,",Unknown_VehType,Magadi Road,High,Kamakshipalya,2024-03-26 05:16:35.738981+00:00,,Zone_Unknown,Junction_Unknown,False,False,4,0,3,0,0,16,51,404,1710,876014581ffffff,57,High,0,10000.0
unplanned,12.9900222,77.5994434,"Queens Road, Govinda Chetty Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",vehicle_breakdown,False,2024-03-18 07:08:03.694000+00:00,closed,yes,"ಕ್ವಿಂನ್ಸ್ ರೋಡ   ಶಿಫಾ ಹಾಸ್ಪಿಟಲ್ ಮುಂಭಾಗ   ಬಿಎಂಟಿಸಿ ಬಸ್ ಆಫ್ ಲೋಡ್ ಹಾಗಿದ್ದೂ, ಟ್ರಾಫಿಕ್ ನಾರ್ಮಲ್ ಮೂವಿಂಗ್ ಇದೆ ಸರ್.",bmtc_bus,Non-corridor,Low,Shivajinagar,,,Zone_Unknown,Junction_Unknown,False,False,7,0,3,0,0,150,662,400,1702,8760145b6ffffff,23,Low,0,
unplanned,12.9900222,77.5994434,"Queens Road, Govinda Chetty Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",vehicle_breakdown,False,2024-03-18 07:08:03.694000+00:00,closed,yes,"ಕ್ವಿಂನ್ಸ್ ರೋಡ   ಶಿಫಾ ಹಾಸ್ಪಿಟಲ್ ಮುಂಭಾಗ   ಬಿಎಂಟಿಸಿ ಬಸ್ ಆಫ್ ಲೋಡ್ ಹಾಗಿದ್ದೂ, ಟ್ರಾಫಿಕ್ ನಾರ್ಮಲ್ ಮೂವಿಂಗ್ ಇದೆ ಸರ್.",bmtc_bus,Non-corridor,Low,Shivajinagar,,,Zone_Unknown,Junction_Unknown,False,False,7,0,3,0,0,149,661,401,1703,8760145b6ffffff,24,Low,0,
unplanned,13.0956139,77.5977404,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-03-18 07:28:21.882000+00:00,closed,yes,,private_bus,Bellary Road 2,High,Yelahanka,,,Zone_Unknown,Junction_Unknown,False,False,7,0,3,0,0,13,63,401,1704,876016966ffffff,54,High,0,
planned,12.9603835,77.5627726,"Albert Victor Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",procession,False,2024-03-18 07:44:34.804000+00:00,closed,yes,krisht prossetion,Unknown_VehType,Mysore Road,High,Chamarajpet,,,Zone_Unknown,Junction_Unknown,False,False,7,0,3,0,0,37,158,401,1705,8760145a6ffffff,51,High,0,
unplanned,13.0298692,77.5868639,"Bellary Road, UAS Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",accident,False,2024-03-18 08:02:14.674000+00:00,closed,yes,chain accident at veterinary towards city cir,Unknown_VehType,Bellary Road 1,High,Kodigehalli,,,Zone_Unknown,Junction_Unknown,False,False,8,0,3,0,0,32,130,402,1706,8761892c9ffffff,68,High,0,
unplanned,13.0389423,77.5198575,"Mumbai Bengaluru Highway, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2024-03-18 09:31:05.265000+00:00,closed,yes,near ps junction towards [LOCATION] bmtc bus off road,bmtc_bus,Tumkur Road,High,Peenya,2024-03-18 09:39:04.664820+00:00,,Zone_Unknown,Junction_Unknown,False,False,9,0,3,0,0,21,90,401,1704,876014591ffffff,43,High,0,7.989997
unplanned,13.0460337,77.5049771,"Mumbai Bengaluru Highway, Nelakadirena Halli, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,2024-03-18 18:23:53.464000+00:00,closed,yes,due to starting problem near [PERSON] turn towards city main road,ksrtc_bus,Tumkur Road,High,Peenya,,,Zone_Unknown,Junction_Unknown,False,False,18,0,3,0,0,22,91,401,1702,87601459effffff,44,High,0,
unplanned,13.0310562,77.5405823,"Outer Ring Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-03-18 20:03:46.120000+00:00,closed,yes,starting problem MES ring road towards [LOCATION] traffic one side moving sir,heavy_vehicle,Tumkur Road,High,Yeshwanthpura,,,Zone_Unknown,Junction_Unknown,False,False,20,0,3,0,0,23,92,386,1698,876014595ffffff,55,High,0,
unplanned,13.0369084,77.5894315,"5th Main Road, Anandgiri Extension, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2024-03-18 20:07:47.258000+00:00,closed,yes,BBMP lorry breakdown towards [LOCATION] to [LOCATION] near [LOCATION] hospital New fly ower down [PERSON] hebbala,heavy_vehicle,Bellary Road 1,High,Hebbala,,,Zone_Unknown,Junction_Unknown,False,False,20,0,3,0,0,30,129,387,1699,8761892c9ffffff,24,High,0,
unplanned,13.0369092,77.5894681,"5th Main Road, Anandgiri Extension, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2024-03-18 20:15:43.371000+00:00,closed,yes,infront of [LOCATION] hospital new flyover down ramp towards city,heavy_vehicle,Bellary Road 1,High,Hebbala,,,Zone_Unknown,Junction_Unknown,False,False,20,0,3,0,0,31,130,385,1700,8761892c9ffffff,25,High,0,
unplanned,12.9284472,77.6000362,"Tilak Nagar Main Road, Sagar Apollo Junction, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",vehicle_breakdown,False,2024-03-18 20:29:54.590000+00:00,closed,yes,near [PERSON] towards [PERSON],private_bus,Bannerghata Road,High,Jayanagara,,,Zone_Unknown,Junction_Unknown,False,False,20,0,3,0,0,7,43,381,1700,87618925dffffff,54,High,0,
unplanned,12.9283986,77.5999618,"Tilak Nagar Main Road, Sagar Apollo Junction, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",vehicle_breakdown,False,2024-03-18 20:33:52.223000+00:00,closed,yes,near [PERSON][PERSON] towards [PERSON],private_bus,Bannerghata Road,High,Jayanagara,,,Zone_Unknown,Junction_Unknown,False,False,20,0,3,0,0,8,44,380,1701,87618925dffffff,55,High,0,
unplanned,12.9375353,77.5208464,"Mysore Road, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2024-03-18 20:48:51.710000+00:00,closed,yes,tyre burts incoming side next to RR Arch signal,lcv,Mysore Road,High,Byatarayanapura,,,Zone_Unknown,Junction_Unknown,False,False,20,0,3,0,0,34,156,377,1699,8760145a1ffffff,62,High,0,
unplanned,13.0655698,77.4533063,"Mumbai Bengaluru Highway, Makali, Bengaluru, Karnataka. Pin-562162 (India)",vehicle_breakdown,False,2024-03-18 20:50:41.727000+00:00,closed,yes,axcel cut,lcv,Non-corridor,Low,No Police Station,,,Zone_Unknown,Junction_Unknown,False,False,20,0,3,0,0,138,656,377,1700,8760144b5ffffff,48,Low,0,
unplanned,12.9888515,77.5084027,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-03-18 20:52:35.080000+00:00,closed,yes,Starting Problem..,truck,Magadi Road,High,Kamakshipalya,,,Zone_Unknown,Junction_Unknown,False,False,20,0,3,0,0,17,51,378,1701,876014580ffffff,57,High,0,
planned,12.9695714,77.700534,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,False,2024-03-18 21:02:33.609000+00:00,closed,yes,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,Unknown_VehType,ORR East 2,High,HAL Old Airport,,,Zone_Unknown,Junction_Unknown,False,False,21,0,3,0,0,13,52,379,1702,8761892e4ffffff,78,High,0,
unplanned,12.9752471,77.5706111,"Rao Bahadur DGT Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",vehicle_breakdown,False,2024-03-18 21:04:35.634000+00:00,closed,yes,break down,taxi,Non-corridor,Low,Chamarajpet,,,Zone_Unknown,Junction_Unknown,False,False,21,0,3,0,0,139,657,380,1702,8760145b5ffffff,49,Low,0,
unplanned,12.9688585,77.5901555,"Kasturba Road, Bagamane Pallavi Tower, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",vehicle_breakdown,False,2024-03-18 21:23:30.190000+00:00,closed,yes,cluch problem,others,Mysore Road,High,Halasuru Gate,,,Zone_Unknown,Junction_Unknown,False,False,21,0,3,0,0,35,157,375,1701,8760145b4ffffff,56,High,0,
unplanned,12.9959395,77.5959461,"Jayamahal Main Road, Joynagar, Jayamahal, Bengaluru, Karnataka. Pin-560006 (India)",water_logging,False,2024-03-18 21:31:29.263000+00:00,closed,yes,,Unknown_VehType,Non-corridor,Low,R.T. Nagar,2024-03-18 23:34:48.058458+00:00,,Zone_Unknown,Junction_Unknown,False,False,21,0,3,0,0,137,656,376,1700,8760145b6ffffff,28,Low,0,123.31325763333332
unplanned,13.1028933,77.5855267,"Doddaballapur Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",pot_holes,False,2024-03-18 21:44:13.112000+00:00,closed,yes,[LOCATION] main road to wards unnikrishan junction potholes sir,Unknown_VehType,Non-corridor,Low,Yelahanka,2024-03-21 06:15:16.978851+00:00,,Zone_Unknown,Junction_Unknown,False,False,21,0,3,0,0,136,657,375,1701,876016960ffffff,53,Low,0,3391.064447516667
unplanned,13.1029761,77.5856628,"Doddaballapur Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",pot_holes,False,2024-03-18 21:47:06.544000+00:00,closed,yes,[LOCATION] main road to wards unnikrishan junction potholes sir,Unknown_VehType,Non-corridor,Low,Yelahanka,2024-03-21 06:15:15.149571+00:00,,Zone_Unknown,Junction_Unknown,False,False,21,0,3,0,0,136,658,375,1702,876016960ffffff,54,Low,0,3388.1434261833333
unplanned,13.0474691,77.5723147,"10th Cross Road, Whispering Meadows, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",vehicle_breakdown,False,2024-03-18 22:23:06.497000+00:00,closed,yes,snj traffic ps limits orr road,heavy_vehicle,ORR North 2,High,Kodigehalli,,,Zone_Unknown,Junction_Unknown,False,False,22,0,3,0,0,14,54,375,1703,876014596ffffff,68,High,0,
unplanned,12.989572,77.5016956,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",road_conditions,False,2024-03-18 22:35:42.096000+00:00,closed,yes,BWSSB Work going on near [LOCATION] hotel [PERSON] Sir,Unknown_VehType,Magadi Road,High,Kamakshipalya,2024-03-23 23:10:30.588072+00:00,,Zone_Unknown,Junction_Unknown,False,False,22,0,3,0,0,18,52,375,1700,876014581ffffff,57,High,0,7234.8082011999995
unplanned,12.9393156,77.6355349,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",others,False,2024-03-18 22:40:30.730000+00:00,active,yes,drinege cap broken...sir,Unknown_VehType,IRR(Thanisandra road),High,Ashok Nagar,,,Zone_Unknown,Junction_Unknown,False,False,22,0,3,0,0,4,13,375,1701,876189251ffffff,34,High,0,
unplanned,12.9715101,77.5684949,"Dr TCM Royan Road, Subhash Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",tree_fall,False,2024-03-18 23:49:48.447000+00:00,closed,yes,ಮರದ ಕೊಂಬೆ ಬೀಳುವ ಸ್ಥಿತಿಯಲಿ ಇದೆ,Unknown_VehType,Non-corridor,Low,Chamarajpet,2024-04-06 07:44:51.014370+00:00,,Zone_Unknown,Junction_Unknown,False,False,23,0,3,0,0,134,656,374,1699,8760145b5ffffff,50,Low,0,10000.0
unplanned,12.9982847,77.6722483,"MBT Road, Jyothipuram, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2024-03-19 00:47:14.630000+00:00,closed,yes,engine problem sir,ksrtc_bus,Non-corridor,Low,Banaswadi,2024-03-19 01:25:44.170240+00:00,,Zone_Unknown,Junction_Unknown,False,False,0,1,3,0,0,135,655,373,1697,8761892e3ffffff,42,Low,0,38.49233733333333
unplanned,12.93753,77.6274494,"Domlur Inner Ring Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",vehicle_breakdown,False,2024-03-19 00:50:58.357000+00:00,closed,yes,infront life style [LOCATION] towards Sony world signal..,others,IRR(Thanisandra road),High,Adugodi,2024-03-19 02:22:16.411142+00:00,,Zone_Unknown,Junction_Unknown,False,False,0,1,3,0,0,5,14,374,1697,87618925effffff,20,High,0,91.30090236666666
unplanned,12.9211004,77.6003174,"Bannerghatta Main Road, Gurappanapalya Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",vehicle_breakdown,False,2024-03-19 01:10:44.803000+00:00,closed,yes,lgv upload near at [LOCATION] towards out going sir,lcv,Bannerghata Road,High,Mico Layout,,,Zone_Unknown,Junction_Unknown,False,False,1,1,3,0,0,9,45,375,1698,87618925dffffff,23,High,0,
unplanned,12.9900352,77.5929919,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-03-19 01:40:45.720000+00:00,closed,yes,ಚಂದ್ರಿಕಾ to ಉದಯ ಟಿವಿ juntcion ಕಡೆಗೆ [PERSON] BMTC ಬಸ್.. ಟೈಯರ್ ಬ್ಲಾಸ್ಟ್ ಆಗಿ ಆಫ್ ಆಗಿದ್ದು..[PERSON] ಠಾಣೆ ಎದುರುಗಡೆ ಇದ್ದು.. ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ.,bmtc_bus,Non-corridor,Low,High ground,,,Zone_Unknown,Junction_Unknown,False,False,1,1,3,0,0,136,656,376,1696,8760145b6ffffff,50,Low,0,
unplanned,13.1036169,77.6005732,"Bellary Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-03-19 02:18:17.506000+00:00,closed,yes,,bmtc_bus,Bellary Road 2,High,Yelahanka,2024-03-19 03:17:52.206693+00:00,,Zone_Unknown,Junction_Unknown,False,False,2,1,3,0,0,12,62,377,1696,876016966ffffff,54,High,0,59.57834488333333
unplanned,13.048064,77.5004272,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,2024-03-19 02:18:22.662000+00:00,closed,yes,[LOCATION] station on flyover LCV vehicle off-road towards city traffic one side movement,lcv,Non-corridor,Low,Chikkabanavara,,,Zone_Unknown,Junction_Unknown,False,False,2,1,3,0,0,137,657,378,1697,87601459effffff,27,Low,0,
unplanned,12.9386121,77.7473707,"Varthur Main Road, Dr BR Ambedkar Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",vehicle_breakdown,False,2024-03-19 02:25:43.161000+00:00,closed,yes,vehicle off road near vartur ps. [PERSON]. from vartur college towards gunjur,heavy_vehicle,Non-corridor,Low,Whitefield,,,Zone_Unknown,Junction_Unknown,False,False,2,1,3,0,0,138,658,379,1698,87618920effffff,32,Low,0,
unplanned,13.0189097,77.5838452,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",vehicle_breakdown,False,2024-03-19 02:29:27.066000+00:00,closed,yes,auto driver left with wheels without informing us which abstracting traffic between hqtcv main gate and bus Stop which causes traffic slow movements we are trying to get auto driver number to contact him,auto,Bellary Road 1,High,Sadashivanagar,,,Zone_Unknown,Junction_Unknown,False,False,2,1,3,0,0,31,127,380,1699,8760145b2ffffff,61,High,0,
unplanned,13.0437161,77.6019219,"MBT Road, Yogesh Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2024-03-19 03:01:00.186000+00:00,closed,yes,venkatam cafe towards veerannapalya sir slow moving traffic sir,lcv,ORR North 1,High,Hebbala,,,Zone_Unknown,Junction_Unknown,False,False,3,1,3,0,0,21,63,380,1698,8761892c8ffffff,26,High,0,
unplanned,12.9875536,77.4751319,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-03-19 03:47:02.942000+00:00,closed,yes,brek jam,private_bus,Non-corridor,Low,Kamakshipalya,2024-03-19 04:00:19.016170+00:00,,Zone_Unknown,Junction_Unknown,False,False,3,1,3,0,0,139,657,380,1696,87601458cffffff,57,Low,0,13.267902833333332
unplanned,12.9893938,77.506206,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-03-19 03:50:43.178000+00:00,closed,yes,vehicle front wheel puncture,bmtc_bus,Magadi Road,High,Kamakshipalya,,,Zone_Unknown,Junction_Unknown,False,False,3,1,3,0,0,19,52,381,1697,876014580ffffff,58,High,0,
unplanned,13.0413212,77.6224065,"MBT Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,2024-03-19 04:28:57.638000+00:00,closed,no,slow movement traffic towards KEB junction due to [LOCATION],Unknown_VehType,Hennur Main Road,High,Hennuru,,,Zone_Unknown,Junction_Unknown,False,False,4,1,3,0,0,3,25,381,1696,8761892ccffffff,68,High,0,
unplanned,13.0567366,77.5467281,"SM Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2024-03-19 04:35:13.691000+00:00,closed,no,,lcv,Non-corridor,Low,Jalahalli,2024-03-19 04:41:49.328891+00:00,,Zone_Unknown,Junction_Unknown,False,False,4,1,3,0,0,139,658,381,1697,876014590ffffff,30,Low,0,6.593964850000001
unplanned,12.9619885,77.5843182,"Model Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,True,2024-03-19 04:46:49.271000+00:00,closed,yes,jcb off road near [LOCATION] towards townhall. for vehicle movement no problem,others,Mysore Road,High,Halasuru Gate,,,Zone_Unknown,Junction_Unknown,False,False,4,1,3,0,0,34,156,382,1697,87618925bffffff,56,High,1,
unplanned,12.9129912,77.5667494,"Dr Rajkumar Puniya Bhoomi Road, Vishwaguru Basaveshwara Circle, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",vehicle_breakdown,False,2024-03-19 05:06:37.142000+00:00,closed,yes,[PERSON] [LOCATION] layout jn center gas lorry offroad sir,heavy_vehicle,ORR West 1,High,K.S. Layout,,,Zone_Unknown,Junction_Unknown,False,False,5,1,3,0,0,6,34,381,1698,87618924affffff,10,High,0,
unplanned,13.0491879,77.4962055,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,2024-03-19 05:33:33.288000+00:00,closed,yes,[LOCATION] metro station towards city main track KSRTC bus off-road traffic one side movement,ksrtc_bus,Non-corridor,Low,Chikkabanavara,,,Zone_Unknown,Junction_Unknown,False,False,5,1,3,0,0,140,659,382,1698,876014598ffffff,28,Low,0,
planned,13.0443032,77.5819616,"2nd Main Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",construction,False,2024-03-19 05:34:47.292000+00:00,closed,yes,snj traffic ps limits,Unknown_VehType,ORR North 2,High,Kodigehalli,,,Zone_Unknown,Junction_Unknown,False,False,5,1,3,0,0,14,55,383,1699,8761892c9ffffff,68,High,0,
unplanned,12.9999193,77.583985,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",others,False,2024-03-19 05:37:53.868000+00:00,closed,yes,"battary down, traffic movement no problem sir",Unknown_VehType,Bellary Road 1,High,Sadashivanagar,2024-03-19 07:40:51.986581+00:00,,Zone_Unknown,Junction_Unknown,False,False,5,1,3,0,0,32,126,384,1700,8760145b6ffffff,61,High,0,122.96864301666666
unplanned,12.9594917,77.6529369,"Old Airport Road, Prestige Casablanca, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 (India)",vehicle_breakdown,False,2024-03-19 05:56:07.476000+00:00,closed,no,H13 towards K02 vehicle break down due gear not working,lcv,Old Airport Road,High,Jeevanbheemanagar,2024-03-19 07:49:24.049611+00:00,,Zone_Unknown,Junction_Unknown,False,False,5,1,3,0,0,4,23,384,1700,876189253ffffff,28,High,0,113.27622685
unplanned,12.9519749,77.5158928,"Gnana Bharathi Road, Faculty Quarters, Teachers Colony, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2024-03-19 05:57:50.454000+00:00,closed,yes,"ಸಿಮೆಂಟ್ ಬಲ್ಕರ್ ವಾಹನವನ್ನು ಡ್ರೈವರ್ ನಿರ್ಲಕ್ಷ್ಯದಿಂದ ರಸ್ತೆಯಲ್ಲಿ ನಿಲ್ಲಿಸಿ ಹೋಗಿರುತ್ತಾನೆ, ಟ್ರಾಫಿಕ್ ಗೆ [PERSON] ಉಂಟಾಗುತ್ತಿದೆ.",heavy_vehicle,Non-corridor,Low,Jnanabharathi,,,Zone_Unknown,Junction_Unknown,False,False,5,1,3,0,0,140,660,384,1701,8760145aeffffff,23,Low,0,
unplanned,12.8862945,77.6409252,"1st Cross Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,2024-03-19 06:02:52.473000+00:00,closed,yes,pvt  bus offroad due to technical problem sir,private_bus,Hosur Road,High,Hulimavu,,,Zone_Unknown,Junction_Unknown,False,False,6,1,3,0,0,5,49,384,1702,876189240ffffff,14,High,0,
unplanned,13.021709,77.5519174,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-03-19 06:05:44.210000+00:00,closed,yes,botle neck towards incoming near goverdhan vechicle punture agide sir.,lcv,Tumkur Road,High,Yeshwanthpura,2024-03-19 07:30:12.391401+00:00,,Zone_Unknown,Junction_Unknown,False,False,6,1,3,0,0,22,93,385,1703,876014595ffffff,56,High,0,84.46969001666666
unplanned,12.9736801,77.6109701,"Field Marshal KM Cariappa Road, Bangalore Central, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",vehicle_breakdown,False,2024-03-19 06:10:17.674000+00:00,closed,yes,vehile Breakddon,lcv,Old Madras Road,High,Ashok Nagar,,,Zone_Unknown,Junction_Unknown,False,False,6,1,3,0,0,13,59,386,1703,87618925affffff,35,High,0,
unplanned,13.0020899,77.5839781,"Sankey Road, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",vehicle_breakdown,False,2024-03-19 06:11:12.765000+00:00,closed,yes,vehicle breakdown,bmtc_bus,Bellary Road 1,High,Sadashivanagar,,,Zone_Unknown,Junction_Unknown,False,False,6,1,3,0,0,33,127,387,1704,8760145b6ffffff,62,High,0,
unplanned,12.9669106,77.5680574,"Dr TCM Royan Road, Siddhartha Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",vehicle_breakdown,False,2024-03-19 06:24:23.773000+00:00,closed,yes,side alli ide traffic samasse illa,bmtc_bus,Non-corridor,Low,Chamarajpet,,,Zone_Unknown,Junction_Unknown,False,False,6,1,3,0,0,140,660,388,1705,8760145b5ffffff,51,Low,0,
unplanned,12.9169898,77.5968145,"East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",vehicle_breakdown,False,2024-03-19 06:46:28.085000+00:00,closed,no,off road,private_car,Bannerghata Road,High,Jayanagara,2024-03-19 07:22:15.553562+00:00,,Zone_Unknown,Junction_Unknown,False,False,6,1,3,0,0,10,46,388,1704,87618925dffffff,56,High,0,35.7911427
unplanned,13.0288605,77.54001,"AH 47, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-03-19 10:41:29.927000+00:00,closed,yes,starting problem,heavy_vehicle,Tumkur Road,High,Yeshwanthpura,2024-03-19 12:26:39.169004+00:00,,Zone_Unknown,Junction_Unknown,False,False,10,1,3,0,0,23,94,380,1694,876014595ffffff,57,High,0,105.15403339999999
planned,12.9567539,77.7013119,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,True,2024-03-19 11:38:52.247000+00:00,closed,yes,ಮಾರತಹಳ್ಳಿ ಬ್ರಿಜ್ ಲ್ಲಿ  ಬಿಎಂಆರ್‌ಪಿಎಲ್ ಮೆಟ್ರೋ ವರ್ಕ್ ನಡೆಯುತ್ತಿರುತ್ತದೆ. ಹಾಗಾಗಿ ಸರ್ವಿಸ್ ರಸ್ತೆಯನ್ನು . ಮುಚ್ಚಲಾಗಿರುತ್ತದೆ.,Unknown_VehType,Varthur Road,High,HAL Old Airport,,,Zone_Unknown,Junction_Unknown,False,False,11,1,3,0,0,2,11,381,1695,87618920bffffff,77,High,1,
planned,13.02668698,77.53509982,"ಹೊರ ವರ್ತುಲ ರಸ್ತೆ, ಗೊರಗುಂಟೆ ಪಾಳ್ಯ, ಪೀಣ್ಯ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560022, India",public_event,False,2024-03-19 12:05:46+00:00,closed,yes,"Vehicle Diversion at [LOCATION] Road(13.027712, 77.535668)",Unknown_VehType,Non-corridor,Low,Yeshwanthpura,,,Zone_Unknown,Junction_Unknown,False,False,12,1,3,0,0,133,660,382,1696,876014595ffffff,58,Low,0,
unplanned,12.9316347,77.6889171,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,2024-03-19 18:15:26.201000+00:00,closed,yes,[LOCATION] towards kadubeesanahalli main rd [LOCATION] station sir,truck,ORR East 1,High,HAL Old Airport,,,Zone_Unknown,Junction_Unknown,False,False,18,1,3,0,0,8,35,379,1697,876189209ffffff,78,High,0,
